nome,url,cidade,nicho,telefone,whatsapp,instagram,email,tem_site_proprio,snippet
Pousada Ipê - São Sebastião - Bem-vindo à Pousada Ipê,https://pousadaipesaosebastiao.com.br/,São Sebastião,pousada,,,@pousadaipesaosebastiao,pousadaipesaosebastiao@gmail.com,True,"A charmosa Pousada Ipê localiza-se no centro histórico de São Sebastião (SP), a poucos passos de atrações locais como a Igreja Matriz e a menos de um quilômetro da Balsa São Sebastião – Ilhabela."
CONTATO - Pousada Villa Blu,https://villablumaresias.com.br/contato/,São Sebastião,pousada,+55 12 3865-5074,https://wa.me/5512991660955,@pousadavillablu,contato@villablumaresias.com.br,True,"Uma pousada completa no coração da praia de Maresias, em uma rua tranquila, com conforto, comodidade, piscina aquecida, café da manhã, mirante e tudo que você precisa para viver uma viagem inesquecível."
CONTATO | Pousada Canto Mágico,https://www.pousadacantomagico.com/contato,São Sebastião,pousada,(12) 3865-6400,,@pousadacantomagico,cantomagico@cantomagico.com.br,True,"FAÇA JÁ A SUA RESERVA COMO CHEGAR R. Sudelpa, 264 - Praia de Maresias São Sebastião - São Paulo 11628-314 A pousada está localizada a 5 minutos da praia, usando carro ou 15 minutos a pé. Essa pequena distância garante uma localização privilegiada em meio a natureza exuberante de Maresias."
Scubadodive Mergulho | São Sebastião SP - Facebook,https://www.facebook.com/scubadodive.mergulho/,São Sebastião,mergulho,(12) 97403-9903,,,,False,"Oferecemos:⠀ 📚Treinamento Náutico Arrais⠀ 👨🏫Despachante Náutico⠀ 🚤Passeios Náuticos⠀ 🚤Garagem Náutica⠀ 🚙Estacionamento Ônibus⠀ ⠀ 📍Ficamos em R. Benedito R Santos, 98 - Varadouro, São Sebastião - SP, 11600-000⠀ 📞Entre em contato pelo Direct ou pelo Whatsapp (12) 97403-9903⠀ ⠀ ⠀ # ..."
MR Mergulho e Aventura - Cursos de Mergulho em São Sebastião,https://www.solutudo.com.br/empresas/sp/s-sebastiao/cursos-de-mergulho/mr-mergulho-e-aventura-21757735,São Sebastião,mergulho,(48) 99637-3407,https://wa.me/5548996373407,@solutudobrasil,,True,"A empresa MR Mergulho e Aventura do segmento de Cursos de Mergulho está localizada no bairro Praia Grande na cidade de São Sebastião, SP. Entre em contato pelo WhatsApp ou veja outros contatos como endereço e telefone logo acima."
Centro Náutico e Subaquático | São Sebastião/SP (@scubadodivemergulho ...,https://www.instagram.com/scubadodivemergulho/,São Sebastião,mergulho,,,@rsrc.php,,True,"🌊 Mergulhos, passeios e cursos em São Sebastião e Ilhabela👨🏫 Ideal para iniciantes e apaixonados pelo mar 📲 Reserve seu mergulho pelo link 👇."
ESCOLA E OPERADORA DE MERGULHO SCUBADODIVE ADVENTURE em São Sebastião ...,https://www.escolasbrasil.com/sobre/escola-e-operadora-de-mergulho-scubadodive-adventure,São Sebastião,mergulho,(12) 97403-9903,,,,True,"Informações sobre ESCOLA E OPERADORA DE MERGULHO SCUBADODIVE ADVENTURE em São Sebastião 📙 » Empresa de Escolas Brasil perto de Você! Endereço, whatsapp, telefone, mapa, como chegar CLIQUE AQUI"
Início - Scubadodive Mergulho,https://scubadodive.com.br/,São Sebastião,mergulho,(12) 97403-9903,https://wa.me/5512974039903,@scubadodivemergulho,,True,"Mas como essa foi nossa atividade primária, oferecemos hoje cursos do iniciante ao avançado, e também mergulhos de turismo pela região de São Sebastião e Ilhabela!"
Topa viver as aventuras de mergulhar em lugares incríveis. WhatsApp ...,https://www.facebook.com/Diving.Club.br/videos/topa-viver-as-aventuras-de-mergulhar-em-lugares-incríveis-whatsapp-21988649984-m/2284638435642116/,São Sebastião,mergulho,21988649984,,,,True,Topa viver as aventuras de mergulhar em lugares incríveis. WhatsApp 21988649984 #mar #aventuras #mergulho
Escola e Operadora de mergulho Scubadodive Adventure Turismo,https://www.cylex.com.br/sao-sebastiao-caraguatatuba/escola-e-operadora-de-mergulho-scubadodive-adventure-turismo-13081019.html,São Sebastião,mergulho,(12) 97403-9903,,,,False,"Escola e Operadora de mergulho Scubadodive Adventure Turismo, São Sebastião, SP Chamar (12) 97403-9903"
Scubadodive Adventure Escola Náutica - São Sebastião - eNauti,https://enauti.com/escolas/sao-paulo/scubadodive/,São Sebastião,mergulho,(12) 97403-9903,,@enauticursos,pradoasp87@gmail.com,True,Chame seus familiares e amigos para um passeio em veleiro na região de Ilhabela e São Sebastião. Entre em contato para combinar seu itinerário e para mais informações.
"ECOS DA TRILHA em São Sebastião SP | Fotos, Telefone e WhatsApp",https://www.ferias.tur.br/empresa/1171/ecosdatrilha/,São Sebastião,trilha ecoturismo,,,,,True,"ECOS DA TRILHA em São Sebastião - SP. Veja fotos, endereço, telefone e fale direto pelo WhatsApp. Consulte disponibilidade e valores no Portal Férias."
Turismo São Sebastião,https://www.turismosaosebastiao.com.br/ecoturismo,São Sebastião,trilha ecoturismo,(12) 3892-2620,,@turismosaosebastiao,,True,"O Núcleo São Sebastião do Parque Estadual da Serra do Mar (26.268 ha) conecta a serra ao mar, oferecendo praias intocadas, costões rochosos, aquários naturais, manguezais e mais de 50 cachoeiras catalogadas."
Eco Adventure TMA | São Sebastião SP - Facebook,https://www.facebook.com/Eco-Adventure-TMA-408254066677001/,São Sebastião,trilha ecoturismo,0129821413,,,,False,"Nov 8, 2022 Ente em contato via whatsapp 012982141304 agende sua trilha e Rapel 85 metros de altura com visual incrível vagas e ecotur disponível para você família amigos e amigas garanta sua aventura. Ditinho Oliveira and Mary Oliver 2 Eco Adventure TMA is in Praia Da Paúba,"
Ecoturismo | Turismo Ecológico em S Sebastião | WhatsApp e telefone,https://www.solutudo.com.br/empresas/sp/s-sebastiao/turismo-ecologico/ecoturismo-415106,São Sebastião,trilha ecoturismo,(12) 99746-0866,https://wa.me/5512997460866,@solutudobrasil,,True,"A empresa Ecoturismo do segmento de Turismo Ecológico está localizada em São Sebastião, SP. Entre em contato pelo WhatsApp ou veja outros contatos como telefone logo acima."
Trilhas em São Sebastião - São Sebastião - saosebastiao.tur.br,https://saosebastiao.tur.br/web/trilhas-em-sao-sebastiao/,São Sebastião,trilha ecoturismo,,,,,True,"Em São Sebastião isso é possível em várias trilhas, com opções para todos os tipos de trekkers, desde iniciantes até os mais escolados. A trilha mais famosa é a do Ribeirão do Itú, que parte da estrada do Rio Pardo, em direção a Salesópolis, até Boiçucanga."
Barcos Maresias Pesca&Passeio | São Sebastião SP - Facebook,https://www.facebook.com/profile.php/?id=100063624550558,São Sebastião,aluguel de barco,,,,,False,"Barcos Maresias Pesca&Passeio, São Sebastião. 2,152 likes · 5 were here. Fretamento de barcos e lanchas para pesca e passeios em São Sebastião e Ilhabela"
Aluguel Barco São Sebastião com ou sem capitão - Click&Boat,https://www.clickandboat.com/pt/aluguer/pais-brasil/provincia-sao-sebastiao/cidade-sao-sebastiao,São Sebastião,aluguel de barco,,,,,True,"Com mais de 55.000 barcos particulares disponíveis para aluguel com ou sem capitão (iates, veleiros, lanchas, catamarãs, semirrígidos, etc), a Click&Boat é líder no aluguel de barcos online."
"ecomarturismo em São Sebastião SP | Fotos, Telefone e WhatsApp",https://www.ferias.tur.br/empresa/27875/ecomarturismo/,São Sebastião,aluguel de barco,1000032405,,,,True,"ecomarturismo em São Sebastião - SP. Veja fotos, endereço, telefone e fale direto pelo WhatsApp. Consulte disponibilidade e valores no Portal Férias."
Sgt. Popeye pescarias em alto mar | São Sebastião SP - Facebook,https://www.facebook.com/oliveiraneto2010/,São Sebastião,aluguel de barco,,,,,False,PROVIDENCIAMOS A AUTORIZAÇÃO JUNTO A SECRETÁRIA DE TURISMO PARA QUE SEU VEÍCULO (VAN OU ÔNIBUS) POSSA ADENTRAR AO MUNICÍPIO. TEMOS ESTACIONAMENTO. ENTRE EM CONTATO VIA WHATSAPP - (12) 98142.3747 E PELO FONE (12)
Aluguel de Barco em São Sebastião - Navegue Temporada,https://naveguetemporada.com/aluguel-de-barco/sao-sebastiao/,São Sebastião,aluguel de barco,+55 21 98814-3597,https://wa.me/5521988143597,@naveguetemporada,contato@naveguetemporada.com.br,True,"Ao alugar um barco em São Sebastião, você tem a chance de visitar alguns dos cenários mais impressionantes do litoral paulista — muitos deles acessíveis apenas por embarcação."
Aluguel de Lancha em São Sebastião - naveguetemporada.com,https://naveguetemporada.com/aluguel-de-barco/sao-sebastiao/lancha/,São Sebastião,aluguel de barco,+55 (21) 98814-3597,https://wa.me/5521988143597,@naveguetemporada,contato@naveguetemporada.com.br,True,Alugue uma lancha em São Sebastião com marinheiro incluso. Desfrute de passeios exclusivos pelas praias e ilhas paradisíacas. Reserve agora!
Aluguéis de Barco São Sebastião com ou sem capitão - Oceans Evasion,https://www.oceans-evasion.com/pt/aluguer/pais-brasil/provincia-sao-sebastiao/cidade-sao-sebastiao,São Sebastião,aluguel de barco,,,,,True,"Océans Évasion tem sido especialista em aluguel de barcos desde 1992. Após ser adquirida pelo grupo Click&Boat em 2019, possui mais de 10.000 catamarãs e veleiros para aluguel no mundo inteiro, com ou sem capitão e tripulação."
passeio-3h – Marina Vitória,https://marinavitoria.com.br/passeio-3h/,São Sebastião,passeio de barco,(12) 3865-1748,,@marinavitoria_nautica,,True,"Tel: (12) 3865-1748 WhatsApp: (12) 97402 0071 · Sobre Nós · Serviços · Passeios · Contatos · Localização · Toggle menu · O roteiro tradicional visita A Ilha dos Gatos, Ilha das Couves e a Ilha das Ilhas, consideradas as mais paradisíacas Ilhas de São Sebastião."
Popeye Passeios | São Sebastião SP | Facebook,https://www.facebook.com/popeyepasseios/,São Sebastião,passeio de barco,+55 12 99740-6400,,@gmail.com,popeyepasseios@gmail.com,False,"Passeios de lancha 16 pés para até 6 pessoas Duração de 3 horas para As ilhas, Ilha das Couves, Page · Boat Tour Agency · São Sebastião, SP, Brazil · +55 12 99740-6400 · +55 12 99740-6400 · popeyepasseios@gmail.com · popeyepasse..."
"Passeio de Lancha e Turismo Náutico em Ilhabela, São Sebastião e Caraguá | Poseidon Passeios",https://www.poseidonpasseios.com.br/,São Sebastião,passeio de barco,(12) 99210-6321,https://wa.me/5512992106321,@poseidonpasseioslitoralnorte,,True,"Passeios de lancha e turismo náutico em Ilhabela, São Sebastião e Caraguá. Experiências exclusivas com conforto, roteiros incríveis e atendimento Poseidon."
Escuna Pirata | Passeio Litoral | São Sebastião,https://www.passeiolitoral.com.br/,São Sebastião,passeio de barco,(12) 98140-8412,https://wa.me/5512981408412,,contato@passeiolitoral.com.br,True,"Aluguel de embarcações⚓️🛥 Passeios de escuna, lanchas e barcos de pesca. Chama a gente no WhatsApp e faça sua reserva 📲 👇🏻"
On Escola de Surf - Praia do Guaecá | São Sebastião - SP,https://www.onescoladesurf.com.br/,São Sebastião,surf escola,+55 12 99715-0885,,@odarci_teco_nonato_,onescoladesurf@gmail.com,True,"Atendimento Escola de Surf Domingo - Domingo: 09:00 - 16:00 Local Praia do Guaecá, São Sebastião|SP WhatsApp +55 12 99715-0885 Aprenda a surfar com um profissional"
Contato - On Escola de Surf,https://www.onescoladesurf.com.br/contato/,São Sebastião,surf escola,+55 12 99715-0885,,@gmail.com,onescoladesurf@gmail.com,True,Infos de Contato Praia do Guaecá - São Sebastião.SP WhatsApp: +55 12 99715-0885 Email: onescoladesurf@gmail.com
Escola de Surf Raízes - Escola de Esportes Aquáticos em São Sebastião,https://www.solutudo.com.br/empresas/sp/s-sebastiao/escola-de-esportes-aquaticos/escola-de-surf-raizes-418639,São Sebastião,surf escola,(12) 99661-1636,https://wa.me/5512996611636,@solutudobrasil,,True,"A empresa Escola de Surf Raízes do segmento de Escola de Esportes Aquáticos está localizada no bairro Boracéia na cidade de São Sebastião, SP. Entre em contato pelo WhatsApp ou veja outros contatos como endereço e telefone logo acima."
Escola Surf Stand Up Boas Ondas - Escolas - Studios de Dança em São ...,https://www.solutudo.com.br/empresas/sp/s-sebastiao/escolas-studios-de-danca/escola-surf-stand-up-boas-ondas-374142,São Sebastião,surf escola,(12) 99759-0968,https://wa.me/5512997590968,@solutudobrasil,,True,"A empresa Escola Surf Stand Up Boas Ondas do segmento de Escolas - Studios de Dança está localizada no bairro Baleia na cidade de São Sebastião, SP. Entre em contato pelo WhatsApp ou veja outros contatos como endereço e telefone logo acima."
Aula De Surf | Aulas De Yoga - Experiência Litoral | São Paulo,https://www.experiencialitoral.com.br/,São Sebastião,surf escola,12) 98170-3008,,@experiencia_litoral,joca.yoga@hotmail.com,True,"A escolinha de surf Experiência Litoral iniciou em 2020 com os surfistas Joaquim Puertas e Pedro Tanaka. As aulas começaram na praia do Guaeca e também se estendem a outras praias, de acordo com as condições do mar."
"ESCOLA DE SURF | SÃO SEBASTIÃO, SP (@on_escoladesurf) - Instagram",https://www.instagram.com/on_escoladesurf/,São Sebastião,surf escola,,,@on_escoladesurf,,True,"1,901 Followers, 1,638 Following, 296 Posts - ESCOLA DE SURF | SÃO SEBASTIÃO, SP (@on_escoladesurf) on Instagram: ""🏄♂️Escola de Surf | Todos os níveis Professor: @odarci_teco_nonato_ Surfista Local & Profissional há 14 anos 🌊 Do primeiro drop à sua melhor manobra"""
Escola de Surf Meio da Baleia | São Sebastião SP - Facebook,https://www.facebook.com/escoladesurfmeiodabaleia/,São Sebastião,surf escola,(11) 99512-9012,,@surfmeiodabaleia,,False,Se você tem interesse em fazer um agendamento para aulas de surf na nossa escola entre em contato pelo WhatsApp (11) 99512-9012 ou pelo link na bio @surfmeiodabaleia Nosso horário de funcionamento é das 8:30 as 17:30.
Escola De Surf Raízes,https://raizessurf.com.br/escola-de-surf/,São Sebastião,surf escola,13 98158-0557,https://wa.me/5513981580557,,contato@raizessurf.com.br,True,"Localizada na Praia de Boracéia, São Sebastião/SP, uma das melhores praias da região para aprender a surfar, a Escola de Surf Raízes oferece Aulas de Surf Particulares, ou Individuais, Aulas em Grupo, Eventos, além de oferecer pacotes promocionais à partir de 5 aulas por aluno."
Transfer São Paulo ⇄ São Sebastião - Tack Turismo,https://tackturismo.com.br/viagem/transfer-sao-paulo-⇄-sao-sebastiao/,São Sebastião,transfer turístico,(11) 9 7649-7328,,@tackturismo,reservas@tackturismo.com.br,True,"Descritivo do serviço: Transporte para São Sebastião, destino de praias, vila histórica, gastronomia e fácil acesso a Ilhabela por balsa. Observações: Serviço sujeito à disponibilidade."
Táxi para São Sebastião — Transfer de São Paulo | Taxi Nex SP,https://taxinexsp.com.br/taxi-sao-sebastiao/,São Sebastião,transfer turístico,(11) 98885-5290,https://wa.me/5511988855290,,,True,"Entre em contato pelo WhatsApp informando seu endereço de origem em São Paulo, o destino em São Sebastião — praia, pousada, hotel ou Terminal Aquaviário — e a data e horário desejados."
"RB Transfer | Transporte SP, Litoral Norte e Todo Brasil",https://rbtransfer.online/,São Sebastião,transfer turístico,(11) 97965-2391,https://wa.me/5511979652391,,,True,Pronto para Viajar com Segurança? Entre em contato agora pelo WhatsApp e garanta sua viagem com a confiança de 35 anos de experiência em estradas.
Transfer & Receptivo | (71) 99974-2466 WhatsApp | Orçamento,https://transferereceptivo.com.br/fale-conosco/,São Sebastião,transfer turístico,,,,,False,Entre em Contato! Estamos à disposição para lhe atender ou esclarecer as suas dúvidas. Preencha o Formulário de Contato e Fale Conosco! Você receberá uma cópia da mensagem em seu e-mail.
Transfer Juquehy - São Sebastião - SP - CHM Transportes,https://chmtransportes.com.br/transfer-juquehy-chm-transportes,São Sebastião,transfer turístico,+55 19 98178-1751,https://wa.me/5519981781751,@chmtransportes,,True,"Transfer privativo e agendado com a CHM Transportes para Juquehy - São Sebastião - SP, em São Sebastião, com atendimento para Aeroportos, Hotéis, Empresas, Eventos, turismo e traslados executivos. Atendimento seguro, pontual e sem compartilhamento — com Motorista dedicado e suporte no WhatsApp."
